pin14,street_number,dir,street_name,type,sq_ft,ward,community_area,zoning_classification,tif_district
20222150100000,6429,S,EVANS,AVE,6112,20,WOODLAWN,RT-4,West Woodlawn
20222220230000,6500,S,EVANS,AVE,2948,20,WOODLAWN,RT-4,West Woodlawn
20222230010000,6501,S,EVANS,AVE,8768,20,WOODLAWN,RT-4,West Woodlawn
20222220240000,6502,S,EVANS,AVE,2948,20,WOODLAWN,RT-4,West Woodlawn
20222220280000,6512,S,EVANS,AVE,2948,20,WOODLAWN,RT-4,West Woodlawn
20222220310000,6520,S,EVANS,AVE,2949,20,WOODLAWN,RT-4,West Woodlawn
20222220500000,6530,S,EVANS,AVE,4793,20,WOODLAWN,RT-4,West Woodlawn
20224020170000,6749,S,RHODES,AVE,3101,20,WOODLAWN,RS-3,West Woodlawn
20224020160000,6747,S,RHODES,AVE,3101,20,WOODLAWN,RS-3,West Woodlawn
20224010300000,6728,S,RHODES,AVE,4057,20,WOODLAWN,RS-3,West Woodlawn
20224020070000,6723,S,RHODES,AVE,3101,20,WOODLAWN,RS-3,West Woodlawn
20224020080000,6723,S,RHODES,AVE,3101,20,WOODLAWN,RS-3,West Woodlawn
20224020040000,6715,S,RHODES,AVE,3101,20,WOODLAWN,RS-3,West Woodlawn
20224010250000,6714,S,RHODES,AVE,3082,20,WOODLAWN,RS-3,West Woodlawn
20224010230000,6710,S,RHODES,AVE,3086,20,WOODLAWN,B3-2,West Woodlawn
20222260210000,6614,S,RHODES,AVE,2994,20,WOODLAWN,RT-4,West Woodlawn
20222260180000,6608,S,RHODES,AVE,2993,20,WOODLAWN,RT-4,West Woodlawn
20222190230000,6557,S,RHODES,AVE,2809,20,WOODLAWN,RT-4,West Woodlawn
20222110210000,6457,S,RHODES,AVE,2978,20,WOODLAWN,RT-4,West Woodlawn
20222020280000,6330,S,RHODES,AVE,3054,20,WOODLAWN,RT-4,West Woodlawn
20222020260000,6326,S,RHODES,AVE,3054,20,WOODLAWN,RT-4,West Woodlawn
20222030150000,6325,S,RHODES,AVE,3045,20,WOODLAWN,RT-4,West Woodlawn
20222020220000,6316,S,RHODES,AVE,3054,20,WOODLAWN,RT-4,West Woodlawn
20222020210000,6312,S,RHODES,AVE,3055,20,WOODLAWN,RT-4,West Woodlawn
20154190280000,6249,S,RHODES,AVE,10451,20,WOODLAWN,B3-3,West Woodlawn
20154190270000,6249,S,RHODES,AVE,4802,20,WOODLAWN,B3-3,West Woodlawn
20154190290000,6249,S,RHODES,AVE,3082,20,WOODLAWN,B3-3,West Woodlawn
20154190080000,6229,S,RHODES,AVE,3717,20,WOODLAWN,RM-5,West Woodlawn
20154110180000,6157,S,RHODES,AVE,7337,20,WOODLAWN,RM-5,West Woodlawn
20154100210000,6124,S,RHODES,AVE,3562,20,WOODLAWN,RM-5,West Woodlawn
20154110030000,6111,S,RHODES,AVE,3664,20,WOODLAWN,RM-5,West Woodlawn
20154030260000,6034,S,RHODES,AVE,3123,20,WOODLAWN,RM-5,West Woodlawn
20154040080000,6021,S,RHODES,AVE,3396,20,WOODLAWN,RM-5,West Woodlawn
20154040070000,6017,S,RHODES,AVE,4365,20,WOODLAWN,RM-5,West Woodlawn
20222230170000,6545,S,EVANS,AVE,2923,20,WOODLAWN,RT-4,West Woodlawn
20222230190000,6549,S,EVANS,AVE,2923,20,WOODLAWN,RT-4,West Woodlawn
20222300270000,6632,S,EVANS,AVE,3178,20,WOODLAWN,RT-4,West Woodlawn
20222300440000,6648,S,EVANS,AVE,2244,20,WOODLAWN,B3-2,West Woodlawn
20224060140000,6743,S,EVANS,AVE,3055,20,WOODLAWN,RS-3,West Woodlawn
20154040060000,553,E,60,ST,8293,20,WOODLAWN,RM-5,West Woodlawn
20154040010000,533,E,60,ST,8403,20,WOODLAWN,RM-5,West Woodlawn
20222130100000,6427,S,CHAMPLAIN,AVE,4146,20,WOODLAWN,RT-4,West Woodlawn
20222200260000,6518,S,CHAMPLAIN,AVE,1969,20,WOODLAWN,RT-4,West Woodlawn
20222200270000,6520,S,CHAMPLAIN,AVE,1969,20,WOODLAWN,RT-4,West Woodlawn
20222280270000,6614,S,CHAMPLAIN,AVE,3024,20,WOODLAWN,RT-4,West Woodlawn
20222280260000,6614,S,CHAMPLAIN,AVE,3024,20,WOODLAWN,RT-4,West Woodlawn
20154020060000,6029,S,VERNON,AVE,3123,20,WOODLAWN,RM-5,West Woodlawn
20154010240000,6032,S,VERNON,AVE,6247,20,WOODLAWN,RM-5,West Woodlawn
20154010250000,6036,S,VERNON,AVE,6264,20,WOODLAWN,RM-5,West Woodlawn
20154020130000,6047,S,VERNON,AVE,16675,20,WOODLAWN,B2-1,West Woodlawn
20154080220000,6142,S,VERNON,AVE,5105,20,WOODLAWN,RM-5,West Woodlawn
20154170010000,6201,S,VERNON,AVE,13059,20,WOODLAWN,RM-5,West Woodlawn
20154160200000,6238,S,VERNON,AVE,3731,20,WOODLAWN,RM-5,West Woodlawn
20154160260000,6246,S,VERNON,AVE,14803,20,WOODLAWN,B3-3,West Woodlawn
20222000320000,6350,S,VERNON,AVE,13132,20,WOODLAWN,RT-4,West Woodlawn
20154050290000,618,E,61ST,ST,9138,20,WOODLAWN,B2-1,West Woodlawn
20224030010000,6705,S,ST LAWRENCE,AVE,6019,20,WOODLAWN,B3-2,West Woodlawn
20224030020000,6705,S,ST LAWRENCE,AVE,3002,20,WOODLAWN,B3-2,West Woodlawn
20222270310000,6614,S,ST LAWRENCE,AVE,3034,20,WOODLAWN,RT-4,West Woodlawn
20222270320000,6614,S,ST LAWRENCE,AVE,3034,20,WOODLAWN,RT-4,West Woodlawn
20154010100000,6029,S,KING DR,DR,7566,20,WOODLAWN,RM-5,West Woodlawn
20154010010000,6005,S,KING DR,DR,13611,20,WOODLAWN,RM-5,West Woodlawn
20154010110000,6033,S,KING,DR,7567,20,WOODLAWN,RM-5,West Woodlawn
20222200070000,6523,S,ST LAWRENCE,AVE,2923,20,WOODLAWN,RT-4,West Woodlawn
20222200080000,6523,S,ST LAWRENCE,AVE,2923,20,WOODLAWN,RT-4,West Woodlawn
20222110400000,6454,S,ST LAWRENCE,AVE,6512,20,WOODLAWN,RT-4,West Woodlawn
20222120080000,6421,S,ST LAWRENCE,AVE,3054,20,WOODLAWN,RT-4,West Woodlawn
20222120070000,6419,S,ST LAWRENCE,AVE,3054,20,WOODLAWN,RT-4,West Woodlawn
20222040190000,6351,S,ST LAWRENCE,AVE,2934,20,WOODLAWN,RT-4,West Woodlawn
20154040320000,6050,S,ST LAWRENCE,AVE,5232,20,WOODLAWN,B2-1,West Woodlawn
20154040260000,6038,S,ST LAWRENCE,AVE,9685,20,WOODLAWN,RM-5,West Woodlawn
20154040220000,6026,S,ST LAWRENCE,AVE,3404,20,WOODLAWN,RM-5,West Woodlawn
20154200010000,607,E,62,ST,9359,20,WOODLAWN,RM-5,West Woodlawn
20154110360000,548,E,62ND,ST,7262,20,WOODLAWN,RM-5,West Woodlawn
20224060340000,6746,S,COTTAGE GROVE,AVE,3046,20,WOODLAWN,C2-2,West Woodlawn
20222250440000,456,E,MARQUETTE,RD,4827,20,WOODLAWN,RT-4,West Woodlawn
20222050140000,6333,S,CHAMPLAIN,AVE,3671,20,WOODLAWN,RT-4,West Woodlawn
20222120290000,6416,S,CHAMPLAIN,AVE,3059,20,WOODLAWN,RT-4,West Woodlawn
20222130070000,6419,S,CHAMPLAIN,AVE,3106,20,WOODLAWN,RT-4,West Woodlawn
20222130060000,6419,S,CHAMPLAIN,AVE,3055,20,WOODLAWN,RT-4,West Woodlawn
20222130080000,6423,S,CHAMPLAIN,AVE,3056,20,WOODLAWN,RT-4,West Woodlawn
20222090050000,,,,,18633,20,WOODLAWN,RT-4,West Woodlawn
20222030070000,549,E,63,ST,2752,20,WOODLAWN,B3-3,West Woodlawn
20222050020000,637,E,63,ST,5503,20,WOODLAWN,B3-3,West Woodlawn
20154120010000,601,E,61,ST,6983,20,WOODLAWN,B2-1/RM-5,West Woodlawn
25291010200000,1225,W,120TH,ST,230867,34,WEST PULLMAN,PMD 10,West Pullman
25291010150000,1225,W,120TH,ST,419,34,WEST PULLMAN,PMD 10,West Pullman
25291010060000,1207,W,120TH,ST,26424,34,WEST PULLMAN,PMD 10,West Pullman
25292010160000,901,W,119TH,ST,3123,34,WEST PULLMAN,PMD 10,West Pullman
25292090340000,856,W,122ND,ST,2554,34,WEST PULLMAN,PMD 10,West Pullman
25292090460000,12156,S,GREEN,ST,3766,34,WEST PULLMAN,PMD 10,West Pullman
25292090450000,12152,S,GREEN,ST,3760,34,WEST PULLMAN,PMD 10,West Pullman
25292090350000,856,W,122ND,ST,5000,34,WEST PULLMAN,PMD 10,West Pullman
25292010010000,953,W,119TH,ST,2736,34,WEST PULLMAN,PMD 10,West Pullman
25292070050000,,,,,67071,34,WEST PULLMAN,PMD 10,West Pullman
25292090360000,850,W,122ND,ST,2498,34,WEST PULLMAN,PMD 10,West Pullman
25292010140000,905,W,119TH,ST,3123,34,WEST PULLMAN,PMD 10,West Pullman
25292090370000,848,W,122ND,ST,2498,34,WEST PULLMAN,PMD 10,West Pullman
25204140060000,1000,E,118TH,ST,169243,34,WEST PULLMAN,PMD 10,West Pullman
25292010200000,11914,S,PEORIA,ST,50307,34,WEST PULLMAN,PMD 10,West Pullman
25292030010000,939,W,120TH,ST,894212,34,WEST PULLMAN,PMD 10,West Pullman
25292010240000,,,119TH/MORGAN,,42525,34,WEST PULLMAN,PMD 10,West Pullman
25292090440000,12150,S,GREEN,ST,5021,34,WEST PULLMAN,PMD 10,West Pullman
25292020160000,846,W,120TH,ST,48672,34,WEST PULLMAN,PMD 10,West Pullman
25292010210000,11954,S,PEORIA,ST,59165,34,WEST PULLMAN,PMD 10,West Pullman
25292090010000,12101,S,PEORIA,ST,10469,34,WEST PULLMAN,PMD 10,West Pullman
25292090150000,12149,S,PEORIA,ST,3152,34,WEST PULLMAN,PMD 10,West Pullman
25292090160000,12149,S,PEORIA,ST,3151,34,WEST PULLMAN,PMD 10,West Pullman
25292090330000,12144,S,GREEN,ST,3148,34,WEST PULLMAN,PMD 10,West Pullman
25292090470000,12130,S,GREEN,ST,22052,34,WEST PULLMAN,PMD 10,West Pullman
25292090040000,12113,S,PEORIA,ST,6699,34,WEST PULLMAN,PMD 10,West Pullman
25292090070000,12123,S,PEORIA,ST,3149,34,WEST PULLMAN,PMD 10,West Pullman
25292100100000,12125,S,GREEN,ST,3201,34,WEST PULLMAN,PMD 10,West Pullman
25292090430000,12139,S,PEORIA,ST,9456,34,WEST PULLMAN,PMD 10,West Pullman
25292020020000,840,W,120TH,ST,8183,34,WEST PULLMAN,PMD 10,West Pullman
25292100090000,12123,S,GREEN,ST,3261,34,WEST PULLMAN,PMD 10,West Pullman
25204190100000,11827,S,RACINE,AVE,3172,34,WEST PULLMAN,PMD 10,West Pullman
25204190110000,11829,S,RACINE,AVE,3175,34,WEST PULLMAN,PMD 10,West Pullman
25291010080000,11921,S,RACINE,AVE,8560,34,WEST PULLMAN,PMD 10,West Pullman
25291010090000,11923,S,RACINE,AVE,30349,34,WEST PULLMAN,PMD 10,West Pullman
25291010100000,11925,S,RACINE,AVE,10634,34,WEST PULLMAN,PMD 10,West Pullman
25291010070000,12000,S,RACINE,AVE,8250,34,WEST PULLMAN,PMD 10,West Pullman
25292100080000,12121,S,GREEN,ST,3133,34,WEST PULLMAN,PMD 10,West Pullman
25292100070000,12119,S,GREEN,ST,3201,34,WEST PULLMAN,PMD 10,West Pullman
25292010150000,905,W,119TH,ST,3126,34,WEST PULLMAN,PMD 10,West Pullman
25292100060000,12115,S,GREEN,ST,3196,34,WEST PULLMAN,PMD 10,West Pullman
25292010130000,905,W,119TH,ST,9372,34,WEST PULLMAN,PMD 10,West Pullman
25292100050000,12113,S,GREEN,ST,3198,34,WEST PULLMAN,PMD 10,West Pullman
25292100040000,12111,S,GREEN,ST,3327,34,WEST PULLMAN,PMD 10,West Pullman
25292100030000,12109,S,GREEN,ST,3326,34,WEST PULLMAN,PMD 10,West Pullman
25292100020000,12105,S,GREEN,ST,3323,34,WEST PULLMAN,PMD 10,West Pullman
25292090170000,12102,S,GREEN,ST,10429,34,WEST PULLMAN,PMD 10,West Pullman
25292010170000,901,W,119TH,ST,3127,34,WEST PULLMAN,PMD 10,West Pullman
17192130390000,1812,W,14TH,ST,2988,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192130300000,1836,W,14TH,ST,2988,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
16134040430000,2700,W,LEXINGTON,ST,2920,2,EAST GARFIELD PARK,M1-2,Western/Ogden Ind. Corridor
16134040060000,2745,W,FLOURNOY,ST,3277,2,EAST GARFIELD PARK,RT-4,Western/Ogden Ind. Corridor
16134040070000,2741,W,FLOURNOY,ST,6550,2,EAST GARFIELD PARK,RT-4,Western/Ogden Ind. Corridor
16134040100000,2733,W,FLOURNOY,ST,4724,2,EAST GARFIELD PARK,RT-4,Western/Ogden Ind. Corridor
16134000130000,2728,W,FLOURNOY,ST,3129,2,EAST GARFIELD PARK,RT-4,Western/Ogden Ind. Corridor
16134040130000,2725,W,FLOURNOY,ST,3151,2,EAST GARFIELD PARK,RT-4,Western/Ogden Ind. Corridor
16134040150000,2719,W,FLOURNOY,ST,3152,2,EAST GARFIELD PARK,RT-4,Western/Ogden Ind. Corridor
16134000180000,2716,W,FLOURNOY,ST,2660,2,EAST GARFIELD PARK,RT-4,Western/Ogden Ind. Corridor
16134040170000,2715,W,FLOURNOY,ST,2680,2,EAST GARFIELD PARK,RT-4,Western/Ogden Ind. Corridor
16244130170000,1920,S,FAIRFIELD,AVE,3001,28,SOUTH LAWNDALE,M1-2,Western/Ogden Ind. Corridor
16134220130000,1101,S,FAIRFIELD,AVE,11358,28,NORTH LAWNDALE,PMD 7,Western/Ogden Ind. Corridor
17192140130000,1731,W,HASTINGS,ST,2996,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
16134120270000,2701,W,POLK,ST,3395,28,EAST GARFIELD PARK,M1-2,Western/Ogden Ind. Corridor
16134120100000,2745,W,POLK,ST,3373,28,EAST GARFIELD PARK,RT-4,Western/Ogden Ind. Corridor
17192140060000,1747,W,HASTINGS,ST,2989,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192100220000,1758,W,HASTINGS,ST,2975,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192090420000,1804,W,HASTINGS,ST,2969,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192130200000,1809,W,HASTINGS,ST,2988,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192090390000,1812,W,HASTINGS,ST,2969,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192090380000,1814,W,HASTINGS,ST,2969,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
16134080090000,2748,W,POLK,ST,6656,2,EAST GARFIELD PARK,B3-2,Western/Ogden Ind. Corridor
17191090260000,1324,S,HEATH,AVE,1806,25,NEAR WEST SIDE,RS-3,Western/Ogden Ind. Corridor
17192130170000,1815,W,HASTINGS,ST,2987,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17191100080000,1319,S,HEATH,AVE,1800,25,NEAR WEST SIDE,RS-3,Western/Ogden Ind. Corridor
17191100050000,1311,S,HEATH,AVE,1730,25,NEAR WEST SIDE,RS-3,Western/Ogden Ind. Corridor
17192130160000,1819,W,HASTINGS,ST,2987,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192090350000,1822,W,HASTINGS,ST,2969,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192130120000,1827,W,HASTINGS,ST,2987,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192150350000,1348,S,ASHLAND,AVE,3080,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192130080000,1837,W,HASTINGS,ST,2986,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192130070000,1841,W,HASTINGS,ST,2986,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
16132350070000,515,S,CALIFORNIA,AV,6270,28,EAST GARFIELD PARK,B3-2/B3-3,Western/Ogden Ind. Corridor
16134040010000,701,S,CALIFORNIA,AVE,3008,2,EAST GARFIELD PARK,B3-2,Western/Ogden Ind. Corridor
17192130230000,1342,S,WOOD,ST,2988,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
16134040210000,719,S,CALIFORNIA,AVE,3138,2,EAST GARFIELD PARK,B3-2,Western/Ogden Ind. Corridor
16132330220000,522,S,CAMPBELL,AVE,2501,2,NEAR WEST SIDE,RT-4,Western/Ogden Ind. Corridor
16132330180000,512,S,CAMPBELL,AVE,2501,2,NEAR WEST SIDE,RM-5,Western/Ogden Ind. Corridor
16132340050000,511,S,CAMPBELL,AVE,2399,2,NEAR WEST SIDE,RM-5,Western/Ogden Ind. Corridor
17192050250000,1236,S,WOOD,ST,2412,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192050240000,1232,S,WOOD,ST,2410,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192050230000,1230,S,WOOD,ST,2412,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192140210000,1709,W,HASTINGS,ST,2990,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192130030000,1849,W,HASTINGS,ST,5969,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192130450000,1859,W,HASTINGS,ST,3083,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17191100020000,1303,S,HEATH,AVE,1728,25,NEAR WEST SIDE,RS-3,Western/Ogden Ind. Corridor
17192140150000,1725,W,HASTINGS,ST,2994,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192140140000,1727,W,HASTINGS,ST,2987,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192140220000,1707,W,HASTINGS,ST,2992,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192150130000,1631,W,HASTINGS,ST,2987,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192090050000,,,,,2968,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
16134000280000,2705,W,HARRISON,ST,2963,2,EAST GARFIELD PARK,M1-2,Western/Ogden Ind. Corridor
16132320190000,2538,W,HARRISON,ST,2564,2,NEAR WEST SIDE,RT-4,Western/Ogden Ind. Corridor
17193000410000,2000,W,17TH,ST,49006,25,LOWER WEST SIDE,RM-5,Western/Ogden Ind. Corridor
17191100300000,1330,S,OAKLEY,AVE,1796,25,NEAR WEST SIDE,RS-3,Western/Ogden Ind. Corridor
16134040420000,2702,W,LEXINGTON,ST,2774,2,EAST GARFIELD PARK,M1-2,Western/Ogden Ind. Corridor
16134040350000,2720,W,LEXINGTON,ST,3100,2,EAST GARFIELD PARK,RT-4,Western/Ogden Ind. Corridor
16134040340000,2720,W,LEXINGTON,ST,3141,2,EAST GARFIELD PARK,RT-4,Western/Ogden Ind. Corridor
16134040290000,2732,W,LEXINGTON,ST,3747,2,EAST GARFIELD PARK,RT-4,Western/Ogden Ind. Corridor
17191000040000,2347,W,ROOSEVELT,RD,3353,25,NEAR WEST SIDE,M1-2,Western/Ogden Ind. Corridor
17191010430000,2231,W,ROOSEVELT,RD,5585,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
16134040280000,2734,W,LEXINGTON,ST,3257,2,EAST GARFIELD PARK,RT-4,Western/Ogden Ind. Corridor
16134080130000,2737,W,LEXINGTON,ST,3130,2,EAST GARFIELD PARK,RT-4,Western/Ogden Ind. Corridor
16134040270000,2738,W,LEXINGTON,ST,3257,2,EAST GARFIELD PARK,RT-4,Western/Ogden Ind. Corridor
16134040260000,2740,W,LEXINGTON,ST,3253,2,EAST GARFIELD PARK,RT-4,Western/Ogden Ind. Corridor
16242200250000,1456,S,WESTERN,AVE,16545,28,NEAR WEST SIDE,PMD 7,Western/Ogden Ind. Corridor
17191080030000,1319,S,WESTERN,AVE,1400,25,NEAR WEST SIDE,C1-2,Western/Ogden Ind. Corridor
16132340170000,2433,W,CONGRESS,PKWY,4018,2,NEAR WEST SIDE,RM-5,Western/Ogden Ind. Corridor
16132340230000,2421,W,CONGRESS,PKWY,2851,2,NEAR WEST SIDE,RM-5,Western/Ogden Ind. Corridor
17191090120000,1329,S,CLAREMONT,AVE,1804,25,NEAR WEST SIDE,RS-3,Western/Ogden Ind. Corridor
17191080160000,1324,S,CLAREMONT,AVE,1812,25,NEAR WEST SIDE,RS-3,Western/Ogden Ind. Corridor
16242050450000,2427,W,WASHBURNE,AVE,2822,28,NEAR WEST SIDE,PMD 7,Western/Ogden Ind. Corridor
17192050070000,1845,W,WASHBURNE,AVE,3019,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192050110000,1835,W,WASHBURNE,AVE,3020,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192050160000,1823,W,WASHBURNE,AVE,3025,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192050170000,1821,W,WASHBURNE,AVE,3021,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192050210000,1811,W,WASHBURNE,AVE,3022,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
16134080120000,2741,W,LEXINGTON,ST,3125,2,EAST GARFIELD PARK,RT-4,Western/Ogden Ind. Corridor
16134040250000,2742,W,LEXINGTON,ST,3254,2,EAST GARFIELD PARK,RT-4,Western/Ogden Ind. Corridor
16134180180000,2601,W,TAYLOR,ST,80827,28,NORTH LAWNDALE,PMD 7,Western/Ogden Ind. Corridor
16134040240000,2744,W,LEXINGTON,ST,3254,2,EAST GARFIELD PARK,RT-4,Western/Ogden Ind. Corridor
16134080100000,2745,W,LEXINGTON,ST,3004,2,EAST GARFIELD PARK,RT-4,Western/Ogden Ind. Corridor
16134040230000,2746,W,LEXINGTON,ST,3007,2,EAST GARFIELD PARK,B3-2,Western/Ogden Ind. Corridor
17192100160000,1723,W,13TH,ST,2975,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192100140000,1727,W,13TH,ST,2972,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192100120000,1733,W,13TH,ST,2972,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192100090000,1739,W,13TH,ST,2972,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192100080000,1743,W,13TH,ST,2974,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192100040000,1753,W,13TH,ST,2974,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192090210000,1805,W,13TH,ST,2969,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192090200000,1809,W,13TH,ST,2969,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192090190000,1811,W,13TH,ST,2970,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192050420000,1822,W,13TH,ST,2970,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192050400000,1826,W,13TH,ST,2968,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192090130000,1827,W,13TH,ST,2969,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192050290000,1854,W,13TH,ST,2964,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17191120020000,2221,W,13TH,ST,2992,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17191050460000,2244,W,13TH,ST,1689,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17191050470000,2244,W,13TH,ST,1204,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17191110090000,2245,W,13TH,ST,3015,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17191110010000,2257,W,13TH,ST,6275,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192130430000,1802,W,14TH,ST,2989,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
17192130370000,1816,W,14TH,ST,2988,2,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor
25184190240000,1912,W,MONTEREY,AVE,5377,19,MORGAN PARK,PD 827,Western Avenue/Rock Island
25192070430000,1947,W,MONTEREY,AVE,6980,19,MORGAN PARK,C1-2,Western Avenue/Rock Island
25192020230000,1700,W,MONTEREY,AVE,4946,19,MORGAN PARK,RS-2,Western Avenue/Rock Island
25192020140000,11154,S,VINCENNES,AVE,3722,19,MORGAN PARK,RS-2,Western Avenue/Rock Island
25184210380000,11040,S,VINCENNES,AVE,22554,19,MORGAN PARK,RS-2,Western Avenue/Rock Island
25183190220000,11056,S,LONGWOOD,,6559,19,MORGAN PARK,RT-4,Western Avenue/Rock Island
25192080060000,1901,W,MONTEREY,AVE,11300,19,MORGAN PARK,PD 827,Western Avenue/Rock Island
25192020210000,1704,W,MONTEREY,AVE,3793,19,MORGAN PARK,RS-2,Western Avenue/Rock Island
25192020220000,1702,W,MONTEREY,AVE,3777,19,MORGAN PARK,RS-2,Western Avenue/Rock Island
25192020120000,11150,S,VINCENNES,AVE,3732,19,MORGAN PARK,RS-2,Western Avenue/Rock Island
25192020110000,11148,S,VINCENNES,AVE,3731,19,MORGAN PARK,RS-2,Western Avenue/Rock Island
25192070450000,1935,W,MONTEREY,AVE,4728,19,MORGAN PARK,C1-2,Western Avenue/Rock Island
25192100210000,11226,S,CHURCH,ST,7554,19,MORGAN PARK,RS-2,Western Avenue/Rock Island
25192020100000,11146,S,VINCENNES,AVE,7456,19,MORGAN PARK,RS-2,Western Avenue/Rock Island
25192000010000,11045,S,ESMOND,ST,4994,19,MORGAN PARK,PD 827,Western Avenue/Rock Island
25192240400000,1932,W,115,ST,1638,19,MORGAN PARK,B1-1,Western Avenue/Rock Island
25192080010000,1921,W,MONTEREY,AVE,9057,19,MORGAN PARK,PD 827,Western Avenue/Rock Island
25192070440000,1943,W,MONTEREY,AVE,5609,19,MORGAN PARK,C1-2,Western Avenue/Rock Island
25192090260000,11228,S,HERMOSA,,5121,19,MORGAN PARK,RS-2,Western Avenue/Rock Island
25192240390000,1934,W,115,ST,1638,19,MORGAN PARK,B1-1,Western Avenue/Rock Island
25192240440000,11406,S,CHURCH,ST,5625,19,MORGAN PARK,RS-2,Western Avenue/Rock Island
25192250210000,11473,S,CHURCH,ST,7515,19,MORGAN PARK,RS-2,Western Avenue/Rock Island
25192020080000,11140,S,VINCENNES,AVE,9359,19,MORGAN PARK,RS-2,Western Avenue/Rock Island
25192240380000,1936,W,115,ST,1640,19,MORGAN PARK,B1-1,Western Avenue/Rock Island
25192020130000,11152,S,VINCENNES,AVE,3748,19,MORGAN PARK,RS-2,Western Avenue/Rock Island
25192220060000,11312,S,HOMEWOOD,AVE,3757,19,MORGAN PARK,RS-3,Western Avenue/Rock Island
25192220050000,11310,S,HOMEWOOD,AVE,3757,19,MORGAN PARK,RS-3,Western Avenue/Rock Island
25192230010000,11305,S,HOMEWOOD,AVE,7593,19,MORGAN PARK,RS-2,Western Avenue/Rock Island
25184190160000,11069,S,HOMEWOOD,AVE,8470,19,MORGAN PARK,PD 827,Western Avenue/Rock Island
25184190090000,11065,S,HOMEWOOD,AVE,7539,19,MORGAN PARK,B3-2,Western Avenue/Rock Island
25192240370000,1938,W,115,ST,1293,19,MORGAN PARK,B1-1,Western Avenue/Rock Island
